season,home_team,away_team,home_goals,away_goals,target,season_start
2021-2022,Watford,CHE,1,2,0,2021
2021-2022,Watford,CRY,1,4,0,2021
2021-2022,Watford,EVE,0,0,1,2021
2021-2022,Watford,LEE,0,3,0,2021
2021-2022,Watford,LEI,1,5,0,2021
2021-2022,Watford,LIV,0,5,0,2021
2021-2022,Watford,MCI,1,3,0,2021
2021-2022,Watford,MUN,4,1,2,2021
2021-2022,Watford,NEW,1,1,1,2021
2021-2022,Watford,NOR,0,3,0,2021
2021-2022,Watford,SOU,0,1,0,2021
2021-2022,Watford,TOT,0,1,0,2021
2021-2022,Watford,WHU,1,4,0,2021
2021-2022,Watford,WOL,0,2,0,2021
2021-2022,West Ham United,ARS,1,2,0,2021
2021-2022,West Ham United,AVL,2,1,2,2021
2021-2022,West Ham United,BRE,1,2,0,2021
2021-2022,West Ham United,BHA,1,1,1,2021
2021-2022,West Ham United,BUR,1,1,1,2021
2021-2022,West Ham United,CHE,3,2,2,2021
2021-2022,West Ham United,CRY,2,2,1,2021
2021-2022,West Ham United,EVE,2,1,2,2021
2021-2022,West Ham United,LEE,2,3,0,2021
2021-2022,West Ham United,LEI,4,1,2,2021
2021-2022,West Ham United,LIV,3,2,2,2021
2021-2022,West Ham United,MCI,2,2,1,2021
2021-2022,West Ham United,MUN,1,2,0,2021
2021-2022,West Ham United,NEW,1,1,1,2021
2021-2022,West Ham United,NOR,2,0,2,2021
2021-2022,West Ham United,SOU,2,3,0,2021
2021-2022,West Ham United,TOT,1,0,2,2021
2021-2022,West Ham United,WAT,1,0,2,2021
2021-2022,West Ham United,WOL,1,0,2,2021
2021-2022,Wolverhampton Wanderers,ARS,0,1,0,2021
2021-2022,Wolverhampton Wanderers,AVL,2,1,2,2021
2021-2022,Wolverhampton Wanderers,BRE,0,2,0,2021
2021-2022,Wolverhampton Wanderers,BHA,0,3,0,2021
2021-2022,Wolverhampton Wanderers,BUR,0,0,1,2021
2021-2022,Wolverhampton Wanderers,CHE,0,0,1,2021
2021-2022,Wolverhampton Wanderers,CRY,0,2,0,2021
2021-2022,Wolverhampton Wanderers,EVE,2,1,2,2021
2021-2022,Wolverhampton Wanderers,LEE,2,3,0,2021
2021-2022,Wolverhampton Wanderers,LEI,2,1,2,2021
2021-2022,Wolverhampton Wanderers,LIV,0,1,0,2021
2021-2022,Wolverhampton Wanderers,MCI,1,5,0,2021
2021-2022,Wolverhampton Wanderers,MUN,0,1,0,2021
2021-2022,Wolverhampton Wanderers,NEW,2,1,2,2021
2021-2022,Wolverhampton Wanderers,NOR,1,1,1,2021
2021-2022,Wolverhampton Wanderers,SOU,3,1,2,2021
2021-2022,Wolverhampton Wanderers,TOT,0,1,0,2021
2021-2022,Wolverhampton Wanderers,WAT,4,0,2,2021
2021-2022,Wolverhampton Wanderers,WHU,1,0,2,2021
2022-2023,Arsenal,AVL,2,1,2,2022
2022-2023,Arsenal,BOU,3,2,2,2022
2022-2023,Arsenal,BRE,1,1,1,2022
2022-2023,Arsenal,BHA,0,3,0,2022
2022-2023,Arsenal,CHE,3,1,2,2022
2022-2023,Arsenal,CRY,4,1,2,2022
2022-2023,Arsenal,EVE,4,0,2,2022
2022-2023,Arsenal,FUL,2,1,2,2022
2022-2023,Arsenal,LEE,4,1,2,2022
2022-2023,Arsenal,LEI,4,2,2,2022
2022-2023,Arsenal,LIV,3,2,2,2022
2022-2023,Arsenal,MCI,1,3,0,2022
2022-2023,Arsenal,MUN,3,2,2,2022
2022-2023,Arsenal,NEW,0,0,1,2022
2022-2023,Arsenal,NFO,5,0,2,2022
2022-2023,Arsenal,SOU,3,3,1,2022
2022-2023,Arsenal,TOT,3,1,2,2022
2022-2023,Arsenal,WHU,3,1,2,2022
2022-2023,Arsenal,WOL,5,0,2,2022
2022-2023,Aston Villa,ARS,2,4,0,2022
2022-2023,Aston Villa,BOU,3,0,2,2022
2022-2023,Aston Villa,BRE,4,0,2,2022
2022-2023,Aston Villa,BHA,2,1,2,2022
2022-2023,Aston Villa,CHE,0,2,0,2022
2022-2023,Aston Villa,CRY,1,0,2,2022
2022-2023,Aston Villa,EVE,2,1,2,2022
2022-2023,Aston Villa,FUL,1,0,2,2022
2022-2023,Aston Villa,LEE,2,1,2,2022
2022-2023,Aston Villa,LEI,2,4,0,2022
2022-2023,Aston Villa,LIV,1,3,0,2022
2022-2023,Aston Villa,MCI,1,1,1,2022
2022-2023,Aston Villa,MUN,3,1,2,2022
2022-2023,Aston Villa,NEW,3,0,2,2022
2022-2023,Aston Villa,NFO,2,0,2,2022
2022-2023,Aston Villa,SOU,1,0,2,2022
2022-2023,Aston Villa,TOT,2,1,2,2022
2022-2023,Aston Villa,WHU,0,1,0,2022
2022-2023,Aston Villa,WOL,1,1,1,2022
2022-2023,Bournemouth,ARS,0,3,0,2022
2022-2023,Bournemouth,AVL,2,0,2,2022
2022-2023,Bournemouth,BRE,0,0,1,2022
2022-2023,Bournemouth,BHA,0,2,0,2022
2022-2023,Bournemouth,CHE,1,3,0,2022
2022-2023,Bournemouth,CRY,0,2,0,2022
2022-2023,Bournemouth,EVE,3,0,2,2022
2022-2023,Bournemouth,FUL,2,1,2,2022
2022-2023,Bournemouth,LEE,4,1,2,2022
2022-2023,Bournemouth,LEI,2,1,2,2022
2022-2023,Bournemouth,LIV,1,0,2,2022
2022-2023,Bournemouth,MCI,1,4,0,2022
2022-2023,Bournemouth,MUN,0,1,0,2022
2022-2023,Bournemouth,NEW,1,1,1,2022
2022-2023,Bournemouth,NFO,1,1,1,2022
2022-2023,Bournemouth,SOU,0,1,0,2022
2022-2023,Bournemouth,TOT,2,3,0,2022
2022-2023,Bournemouth,WHU,0,4,0,2022
2022-2023,Bournemouth,WOL,0,0,1,2022
2022-2023,Brentford,ARS,0,3,0,2022
2022-2023,Brentford,AVL,1,1,1,2022
2022-2023,Brentford,BOU,2,0,2,2022
2022-2023,Brentford,BHA,2,0,2,2022
2022-2023,Brentford,CHE,0,0,1,2022
2022-2023,Brentford,CRY,1,1,1,2022
2022-2023,Brentford,EVE,1,1,1,2022
2022-2023,Brentford,FUL,3,2,2,2022
2022-2023,Brentford,LEE,5,2,2,2022
2022-2023,Brentford,LEI,1,1,1,2022
2022-2023,Brentford,LIV,3,1,2,2022
2022-2023,Brentford,MCI,1,0,2,2022
2022-2023,Brentford,MUN,4,0,2,2022
2022-2023,Brentford,NEW,1,2,0,2022
2022-2023,Brentford,NFO,2,1,2,2022
2022-2023,Brentford,SOU,3,0,2,2022
2022-2023,Brentford,TOT,2,2,1,2022
2022-2023,Brentford,WHU,2,0,2,2022
2022-2023,Brentford,WOL,1,1,1,2022
2022-2023,Brighton & Hove Albion,ARS,2,4,0,2022
2022-2023,Brighton & Hove Albion,AVL,1,2,0,2022
2022-2023,Brighton & Hove Albion,BOU,1,0,2,2022
2022-2023,Brighton & Hove Albion,BRE,3,3,1,2022
2022-2023,Brighton & Hove Albion,CHE,4,1,2,2022
2022-2023,Brighton & Hove Albion,CRY,1,0,2,2022
2022-2023,Brighton & Hove Albion,EVE,1,5,0,2022
2022-2023,Brighton & Hove Albion,FUL,0,1,0,2022
2022-2023,Brighton & Hove Albion,LEE,1,0,2,2022
2022-2023,Brighton & Hove Albion,LEI,5,2,2,2022
2022-2023,Brighton & Hove Albion,LIV,3,0,2,2022
2022-2023,Brighton & Hove Albion,MCI,1,1,1,2022
2022-2023,Brighton & Hove Albion,MUN,1,0,2,2022
2022-2023,Brighton & Hove Albion,NEW,0,0,1,2022
2022-2023,Brighton & Hove Albion,NFO,0,0,1,2022
2022-2023,Brighton & Hove Albion,SOU,3,1,2,2022
2022-2023,Brighton & Hove Albion,TOT,0,1,0,2022
2022-2023,Brighton & Hove Albion,WHU,4,0,2,2022
2022-2023,Brighton & Hove Albion,WOL,6,0,2,2022
2022-2023,Chelsea,ARS,0,1,0,2022
2022-2023,Chelsea,AVL,0,2,0,2022
2022-2023,Chelsea,BOU,2,0,2,2022
2022-2023,Chelsea,BRE,0,2,0,2022
2022-2023,Chelsea,BHA,1,2,0,2022
2022-2023,Chelsea,CRY,1,0,2,2022
2022-2023,Chelsea,EVE,2,2,1,2022
2022-2023,Chelsea,FUL,0,0,1,2022
2022-2023,Chelsea,LEE,1,0,2,2022
2022-2023,Chelsea,LEI,2,1,2,2022
2022-2023,Chelsea,LIV,0,0,1,2022
2022-2023,Chelsea,MCI,0,1,0,2022
2022-2023,Chelsea,MUN,1,1,1,2022
2022-2023,Chelsea,NEW,1,1,1,2022
2022-2023,Chelsea,NFO,2,2,1,2022
2022-2023,Chelsea,SOU,0,1,0,2022
2022-2023,Chelsea,TOT,2,2,1,2022
2022-2023,Chelsea,WHU,2,1,2,2022
2022-2023,Chelsea,WOL,3,0,2,2022
2022-2023,Crystal Palace,ARS,0,2,0,2022
2022-2023,Crystal Palace,AVL,3,1,2,2022
2022-2023,Crystal Palace,BOU,2,0,2,2022
2022-2023,Crystal Palace,BRE,1,1,1,2022
2022-2023,Crystal Palace,BHA,1,1,1,2022
2022-2023,Crystal Palace,CHE,1,2,0,2022
2022-2023,Crystal Palace,EVE,0,0,1,2022
2022-2023,Crystal Palace,FUL,0,3,0,2022
2022-2023,Crystal Palace,LEE,2,1,2,2022
2022-2023,Crystal Palace,LEI,2,1,2,2022
2022-2023,Crystal Palace,LIV,0,0,1,2022
2022-2023,Crystal Palace,MCI,0,1,0,2022
2022-2023,Crystal Palace,MUN,1,1,1,2022
2022-2023,Crystal Palace,NEW,0,0,1,2022
2022-2023,Crystal Palace,NFO,1,1,1,2022
2022-2023,Crystal Palace,SOU,1,0,2,2022
2022-2023,Crystal Palace,TOT,0,4,0,2022
2022-2023,Crystal Palace,WHU,4,3,2,2022
2022-2023,Crystal Palace,WOL,2,1,2,2022
2022-2023,Everton,ARS,1,0,2,2022
2022-2023,Everton,AVL,0,2,0,2022
2022-2023,Everton,BOU,1,0,2,2022
2022-2023,Everton,BRE,1,0,2,2022
2022-2023,Everton,BHA,1,4,0,2022
2022-2023,Everton,CHE,0,1,0,2022
2022-2023,Everton,CRY,3,0,2,2022
2022-2023,Everton,FUL,1,3,0,2022
2022-2023,Everton,LEE,1,0,2,2022
2022-2023,Everton,LEI,0,2,0,2022
2022-2023,Everton,LIV,0,0,1,2022
2022-2023,Everton,MCI,0,3,0,2022
2022-2023,Everton,MUN,1,2,0,2022
2022-2023,Everton,NEW,1,4,0,2022
2022-2023,Everton,NFO,1,1,1,2022
2022-2023,Everton,SOU,1,2,0,2022
2022-2023,Everton,TOT,1,1,1,2022
2022-2023,Everton,WHU,1,0,2,2022
2022-2023,Everton,WOL,1,2,0,2022
2022-2023,Fulham,ARS,0,3,0,2022
2022-2023,Fulham,AVL,3,0,2,2022
2022-2023,Fulham,BOU,2,2,1,2022
2022-2023,Fulham,BRE,3,2,2,2022
2022-2023,Fulham,BHA,2,1,2,2022
2022-2023,Fulham,CHE,2,1,2,2022
2022-2023,Fulham,CRY,2,2,1,2022
2022-2023,Fulham,EVE,0,0,1,2022
2022-2023,Fulham,LEE,2,1,2,2022
2022-2023,Fulham,LEI,5,3,2,2022
2022-2023,Fulham,LIV,2,2,1,2022
2022-2023,Fulham,MCI,1,2,0,2022
2022-2023,Fulham,MUN,1,2,0,2022
2022-2023,Fulham,NEW,1,4,0,2022
2022-2023,Fulham,NFO,2,0,2,2022
2022-2023,Fulham,SOU,2,1,2,2022
2022-2023,Fulham,TOT,0,1,0,2022
2022-2023,Fulham,WHU,0,1,0,2022
2022-2023,Fulham,WOL,1,1,1,2022
2022-2023,Leeds United,ARS,0,1,0,2022
2022-2023,Leeds United,AVL,0,0,1,2022
2022-2023,Leeds United,BOU,4,3,2,2022
2022-2023,Leeds United,BRE,0,0,1,2022
2022-2023,Leeds United,BHA,2,2,1,2022
2022-2023,Leeds United,CHE,3,0,2,2022
2022-2023,Leeds United,CRY,1,5,0,2022
2022-2023,Leeds United,EVE,1,1,1,2022
2022-2023,Leeds United,FUL,2,3,0,2022
2022-2023,Leeds United,LEI,1,1,1,2022
2022-2023,Leeds United,LIV,1,6,0,2022
2022-2023,Leeds United,MCI,1,3,0,2022
2022-2023,Leeds United,MUN,0,2,0,2022
2022-2023,Leeds United,NEW,2,2,1,2022
2022-2023,Leeds United,NFO,2,1,2,2022
2022-2023,Leeds United,SOU,1,0,2,2022
2022-2023,Leeds United,TOT,1,4,0,2022
2022-2023,Leeds United,WHU,2,2,1,2022
2022-2023,Leeds United,WOL,2,1,2,2022
2022-2023,Leicester City,ARS,0,1,0,2022
2022-2023,Leicester City,AVL,1,2,0,2022
2022-2023,Leicester City,BOU,0,1,0,2022
2022-2023,Leicester City,BRE,2,2,1,2022
2022-2023,Leicester City,BHA,2,2,1,2022
2022-2023,Leicester City,CHE,1,3,0,2022
2022-2023,Leicester City,CRY,0,0,1,2022
2022-2023,Leicester City,EVE,2,2,1,2022
2022-2023,Leicester City,FUL,0,1,0,2022
2022-2023,Leicester City,LEE,2,0,2,2022
2022-2023,Leicester City,LIV,0,3,0,2022
2022-2023,Leicester City,MCI,0,1,0,2022
2022-2023,Leicester City,MUN,0,1,0,2022
2022-2023,Leicester City,NEW,0,3,0,2022
2022-2023,Leicester City,NFO,4,0,2,2022
2022-2023,Leicester City,SOU,1,2,0,2022
2022-2023,Leicester City,TOT,4,1,2,2022
2022-2023,Leicester City,WHU,2,1,2,2022
2022-2023,Leicester City,WOL,2,1,2,2022
2022-2023,Liverpool,ARS,2,2,1,2022
2022-2023,Liverpool,AVL,1,1,1,2022
2022-2023,Liverpool,BOU,9,0,2,2022
2022-2023,Liverpool,BRE,1,0,2,2022
2022-2023,Liverpool,BHA,3,3,1,2022
2022-2023,Liverpool,CHE,0,0,1,2022
2022-2023,Liverpool,CRY,1,1,1,2022
2022-2023,Liverpool,EVE,2,0,2,2022
2022-2023,Liverpool,FUL,1,0,2,2022
2022-2023,Liverpool,LEE,1,2,0,2022
2022-2023,Liverpool,LEI,2,1,2,2022
2022-2023,Liverpool,MCI,1,0,2,2022
2022-2023,Liverpool,MUN,7,0,2,2022
2022-2023,Liverpool,NEW,2,1,2,2022
2022-2023,Liverpool,NFO,3,2,2,2022
2022-2023,Liverpool,SOU,3,1,2,2022
2022-2023,Liverpool,TOT,4,3,2,2022
2022-2023,Liverpool,WHU,1,0,2,2022
2022-2023,Liverpool,WOL,2,0,2,2022
2022-2023,Manchester City,ARS,4,1,2,2022
2022-2023,Manchester City,AVL,3,1,2,2022
2022-2023,Manchester City,BOU,4,0,2,2022
2022-2023,Manchester City,BRE,1,2,0,2022
2022-2023,Manchester City,BHA,3,1,2,2022
2022-2023,Manchester City,CHE,1,0,2,2022
2022-2023,Manchester City,CRY,4,2,2,2022
2022-2023,Manchester City,EVE,1,1,1,2022
2022-2023,Manchester City,FUL,2,1,2,2022
2022-2023,Manchester City,LEE,2,1,2,2022
2022-2023,Manchester City,LEI,3,1,2,2022
2022-2023,Manchester City,LIV,4,1,2,2022
2022-2023,Manchester City,MUN,6,3,2,2022
2022-2023,Manchester City,NEW,2,0,2,2022
2022-2023,Manchester City,NFO,6,0,2,2022
2022-2023,Manchester City,SOU,4,0,2,2022
2022-2023,Manchester City,TOT,4,2,2,2022
2022-2023,Manchester City,WHU,3,0,2,2022
2022-2023,Manchester City,WOL,3,0,2,2022
2022-2023,Manchester United,ARS,3,1,2,2022
2022-2023,Manchester United,AVL,1,0,2,2022
2022-2023,Manchester United,BOU,3,0,2,2022
2022-2023,Manchester United,BRE,1,0,2,2022
2022-2023,Manchester United,BHA,1,2,0,2022
2022-2023,Manchester United,CHE,4,1,2,2022
2022-2023,Manchester United,CRY,2,1,2,2022
2022-2023,Manchester United,EVE,2,0,2,2022
2022-2023,Manchester United,FUL,2,1,2,2022
2022-2023,Manchester United,LEE,2,2,1,2022
2022-2023,Manchester United,LEI,3,0,2,2022
2022-2023,Manchester United,LIV,2,1,2,2022
2022-2023,Manchester United,MCI,2,1,2,2022
2022-2023,Manchester United,NEW,0,0,1,2022
2022-2023,Manchester United,NFO,3,0,2,2022
2022-2023,Manchester United,SOU,0,0,1,2022
2022-2023,Manchester United,TOT,2,0,2,2022
2022-2023,Manchester United,WHU,1,0,2,2022
2022-2023,Manchester United,WOL,2,0,2,2022
2022-2023,Newcastle United,ARS,0,2,0,2022
2022-2023,Newcastle United,AVL,4,0,2,2022
2022-2023,Newcastle United,BOU,1,1,1,2022
2022-2023,Newcastle United,BRE,5,1,2,2022
2022-2023,Newcastle United,BHA,4,1,2,2022
2022-2023,Newcastle United,CHE,1,0,2,2022
2022-2023,Newcastle United,CRY,0,0,1,2022
2022-2023,Newcastle United,EVE,1,0,2,2022
2022-2023,Newcastle United,FUL,1,0,2,2022
2022-2023,Newcastle United,LEE,0,0,1,2022
2022-2023,Newcastle United,LEI,0,0,1,2022
2022-2023,Newcastle United,LIV,0,2,0,2022
2022-2023,Newcastle United,MCI,3,3,1,2022
2022-2023,Newcastle United,MUN,2,0,2,2022
2022-2023,Newcastle United,NFO,2,0,2,2022
2022-2023,Newcastle United,SOU,3,1,2,2022
2022-2023,Newcastle United,TOT,6,1,2,2022
2022-2023,Newcastle United,WHU,1,1,1,2022
2022-2023,Newcastle United,WOL,2,1,2,2022
2022-2023,Nottingham Forest,ARS,1,0,2,2022
2022-2023,Nottingham Forest,AVL,1,1,1,2022
2022-2023,Nottingham Forest,BOU,2,3,0,2022
2022-2023,Nottingham Forest,BRE,2,2,1,2022
2022-2023,Nottingham Forest,BHA,3,1,2,2022
2022-2023,Nottingham Forest,CHE,1,1,1,2022
2022-2023,Nottingham Forest,CRY,1,0,2,2022
2022-2023,Nottingham Forest,EVE,2,2,1,2022
2022-2023,Nottingham Forest,FUL,2,3,0,2022
2022-2023,Nottingham Forest,LEE,1,0,2,2022
2022-2023,Nottingham Forest,LEI,2,0,2,2022
2022-2023,Nottingham Forest,LIV,1,0,2,2022
2022-2023,Nottingham Forest,MCI,1,1,1,2022
2022-2023,Nottingham Forest,MUN,0,2,0,2022
2022-2023,Nottingham Forest,NEW,1,2,0,2022
2022-2023,Nottingham Forest,SOU,4,3,2,2022
2022-2023,Nottingham Forest,TOT,0,2,0,2022
2022-2023,Nottingham Forest,WHU,1,0,2,2022
2022-2023,Nottingham Forest,WOL,1,1,1,2022
2022-2023,Southampton,ARS,1,1,1,2022
2022-2023,Southampton,AVL,0,1,0,2022
2022-2023,Southampton,BOU,0,1,0,2022
2022-2023,Southampton,BRE,0,2,0,2022
2022-2023,Southampton,BHA,1,3,0,2022
2022-2023,Southampton,CHE,2,1,2,2022
2022-2023,Southampton,CRY,0,2,0,2022
2022-2023,Southampton,EVE,1,2,0,2022
2022-2023,Southampton,FUL,0,2,0,2022
2022-2023,Southampton,LEE,2,2,1,2022
2022-2023,Southampton,LEI,1,0,2,2022
2022-2023,Southampton,LIV,4,4,1,2022
2022-2023,Southampton,MCI,1,4,0,2022
2022-2023,Southampton,MUN,0,1,0,2022
2022-2023,Southampton,NEW,1,4,0,2022
2022-2023,Southampton,NFO,0,1,0,2022
2022-2023,Southampton,TOT,3,3,1,2022
2022-2023,Southampton,WHU,1,1,1,2022
2022-2023,Southampton,WOL,1,2,0,2022
2022-2023,Tottenham Hotspur,ARS,0,2,0,2022
2022-2023,Tottenham Hotspur,AVL,0,2,0,2022
2022-2023,Tottenham Hotspur,BOU,2,3,0,2022
2022-2023,Tottenham Hotspur,BRE,1,3,0,2022
2022-2023,Tottenham Hotspur,BHA,2,1,2,2022
2022-2023,Tottenham Hotspur,CHE,2,0,2,2022
2022-2023,Tottenham Hotspur,CRY,1,0,2,2022
2022-2023,Tottenham Hotspur,EVE,2,0,2,2022
2022-2023,Tottenham Hotspur,FUL,2,1,2,2022
2022-2023,Tottenham Hotspur,LEE,4,3,2,2022
2022-2023,Tottenham Hotspur,LEI,6,2,2,2022
2022-2023,Tottenham Hotspur,LIV,1,2,0,2022
2022-2023,Tottenham Hotspur,MCI,1,0,2,2022
2022-2023,Tottenham Hotspur,MUN,2,2,1,2022
2022-2023,Tottenham Hotspur,NEW,1,2,0,2022
2022-2023,Tottenham Hotspur,NFO,3,1,2,2022
2022-2023,Tottenham Hotspur,SOU,4,1,2,2022
2022-2023,Tottenham Hotspur,WHU,2,0,2,2022
2022-2023,Tottenham Hotspur,WOL,1,0,2,2022
2022-2023,West Ham United,ARS,2,2,1,2022
2022-2023,West Ham United,AVL,1,1,1,2022
2022-2023,West Ham United,BOU,2,0,2,2022
2022-2023,West Ham United,BRE,0,2,0,2022
2022-2023,West Ham United,BHA,0,2,0,2022
2022-2023,West Ham United,CHE,1,1,1,2022
2022-2023,West Ham United,CRY,1,2,0,2022
2022-2023,West Ham United,EVE,2,0,2,2022
2022-2023,West Ham United,FUL,3,1,2,2022
2022-2023,West Ham United,LEE,3,1,2,2022
2022-2023,West Ham United,LEI,0,2,0,2022
2022-2023,West Ham United,LIV,1,2,0,2022
2022-2023,West Ham United,MCI,0,2,0,2022
2022-2023,West Ham United,MUN,1,0,2,2022
2022-2023,West Ham United,NEW,1,5,0,2022
2022-2023,West Ham United,NFO,4,0,2,2022
2022-2023,West Ham United,SOU,1,0,2,2022
2022-2023,West Ham United,TOT,1,1,1,2022
2022-2023,West Ham United,WOL,2,0,2,2022
2022-2023,Wolverhampton Wanderers,ARS,0,2,0,2022
2022-2023,Wolverhampton Wanderers,AVL,1,0,2,2022
2022-2023,Wolverhampton Wanderers,BOU,0,1,0,2022
2022-2023,Wolverhampton Wanderers,BRE,2,0,2,2022
2022-2023,Wolverhampton Wanderers,BHA,2,3,0,2022
2022-2023,Wolverhampton Wanderers,CHE,1,0,2,2022
2022-2023,Wolverhampton Wanderers,CRY,2,0,2,2022
2022-2023,Wolverhampton Wanderers,EVE,1,1,1,2022
2022-2023,Wolverhampton Wanderers,FUL,0,0,1,2022
2022-2023,Wolverhampton Wanderers,LEE,2,4,0,2022
2022-2023,Wolverhampton Wanderers,LEI,0,4,0,2022
2022-2023,Wolverhampton Wanderers,LIV,3,0,2,2022
2022-2023,Wolverhampton Wanderers,MCI,0,3,0,2022
2022-2023,Wolverhampton Wanderers,MUN,0,1,0,2022
2022-2023,Wolverhampton Wanderers,NEW,1,1,1,2022
2022-2023,Wolverhampton Wanderers,NFO,1,0,2,2022
2022-2023,Wolverhampton Wanderers,SOU,1,0,2,2022
2022-2023,Wolverhampton Wanderers,TOT,1,0,2,2022
2022-2023,Wolverhampton Wanderers,WHU,1,0,2,2022
2023-2024,Arsenal,AVL,0,2,0,2023
2023-2024,Arsenal,BOU,3,0,2,2023
2023-2024,Arsenal,BRE,2,1,2,2023
2023-2024,Arsenal,BHA,2,0,2,2023
2023-2024,Arsenal,BUR,3,1,2,2023
2023-2024,Arsenal,CHE,5,0,2,2023
2023-2024,Arsenal,CRY,5,0,2,2023
2023-2024,Arsenal,EVE,2,1,2,2023
2023-2024,Arsenal,FUL,2,2,1,2023
2023-2024,Arsenal,LIV,3,1,2,2023
2023-2024,Arsenal,LUT,2,0,2,2023
2023-2024,Arsenal,MCI,1,0,2,2023
2023-2024,Arsenal,MUN,3,1,2,2023
2023-2024,Arsenal,NEW,4,1,2,2023
2023-2024,Arsenal,NFO,2,1,2,2023
2023-2024,Arsenal,SHU,5,0,2,2023
2023-2024,Arsenal,TOT,2,2,1,2023
2023-2024,Arsenal,WHU,0,2,0,2023
2023-2024,Arsenal,WOL,2,1,2,2023
2023-2024,Aston Villa,ARS,1,0,2,2023
2023-2024,Aston Villa,BOU,3,1,2,2023
2023-2024,Aston Villa,BRE,3,3,1,2023
2023-2024,Aston Villa,BHA,6,1,2,2023
2023-2024,Aston Villa,BUR,3,2,2,2023
2023-2024,Aston Villa,CHE,2,2,1,2023
2023-2024,Aston Villa,CRY,3,1,2,2023
2023-2024,Aston Villa,EVE,4,0,2,2023
2023-2024,Aston Villa,FUL,3,1,2,2023
2023-2024,Aston Villa,LIV,3,3,1,2023
2023-2024,Aston Villa,LUT,3,1,2,2023
2023-2024,Aston Villa,MCI,1,0,2,2023
2023-2024,Aston Villa,MUN,1,2,0,2023
2023-2024,Aston Villa,NEW,1,3,0,2023
2023-2024,Aston Villa,NFO,4,2,2,2023
2023-2024,Aston Villa,SHU,1,1,1,2023
2023-2024,Aston Villa,TOT,0,4,0,2023
2023-2024,Aston Villa,WHU,4,1,2,2023
2023-2024,Aston Villa,WOL,2,0,2,2023
2023-2024,Bournemouth,ARS,0,4,0,2023
2023-2024,Bournemouth,AVL,2,2,1,2023
2023-2024,Bournemouth,BRE,1,2,0,2023
2023-2024,Bournemouth,BHA,3,0,2,2023
2023-2024,Bournemouth,BUR,2,1,2,2023
2023-2024,Bournemouth,CHE,0,0,1,2023
2023-2024,Bournemouth,CRY,1,0,2,2023
2023-2024,Bournemouth,EVE,2,1,2,2023
2023-2024,Bournemouth,FUL,3,0,2,2023
2023-2024,Bournemouth,LIV,0,4,0,2023
2023-2024,Bournemouth,LUT,4,3,2,2023
2023-2024,Bournemouth,MCI,0,1,0,2023
2023-2024,Bournemouth,MUN,2,2,1,2023
2023-2024,Bournemouth,NEW,2,0,2,2023
2023-2024,Bournemouth,NFO,1,1,1,2023
2023-2024,Bournemouth,SHU,2,2,1,2023
2023-2024,Bournemouth,TOT,0,2,0,2023
2023-2024,Bournemouth,WHU,1,1,1,2023
2023-2024,Bournemouth,WOL,1,2,0,2023
2023-2024,Brentford,ARS,0,1,0,2023
2023-2024,Brentford,AVL,1,2,0,2023
2023-2024,Brentford,BOU,2,2,1,2023
2023-2024,Brentford,BHA,0,0,1,2023
2023-2024,Brentford,BUR,3,0,2,2023
2023-2024,Brentford,CHE,2,2,1,2023
2023-2024,Brentford,CRY,1,1,1,2023
2023-2024,Brentford,EVE,1,3,0,2023
2023-2024,Brentford,FUL,0,0,1,2023
2023-2024,Brentford,LIV,1,4,0,2023
2023-2024,Brentford,LUT,3,1,2,2023
2023-2024,Brentford,MCI,1,3,0,2023
2023-2024,Brentford,MUN,1,1,1,2023
2023-2024,Brentford,NEW,2,4,0,2023
2023-2024,Brentford,NFO,3,2,2,2023
2023-2024,Brentford,SHU,2,0,2,2023
2023-2024,Brentford,TOT,2,2,1,2023
2023-2024,Brentford,WHU,3,2,2,2023
2023-2024,Brentford,WOL,1,4,0,2023
2023-2024,Brighton & Hove Albion,ARS,0,3,0,2023
2023-2024,Brighton & Hove Albion,AVL,1,0,2,2023
2023-2024,Brighton & Hove Albion,BOU,3,1,2,2023
2023-2024,Brighton & Hove Albion,BRE,2,1,2,2023
2023-2024,Brighton & Hove Albion,BUR,1,1,1,2023
2023-2024,Brighton & Hove Albion,CHE,1,2,0,2023
2023-2024,Brighton & Hove Albion,CRY,4,1,2,2023
2023-2024,Brighton & Hove Albion,EVE,1,1,1,2023
2023-2024,Brighton & Hove Albion,FUL,1,1,1,2023
2023-2024,Brighton & Hove Albion,LIV,2,2,1,2023
2023-2024,Brighton & Hove Albion,LUT,4,1,2,2023
2023-2024,Brighton & Hove Albion,MCI,0,4,0,2023
2023-2024,Brighton & Hove Albion,MUN,0,2,0,2023
2023-2024,Brighton & Hove Albion,NEW,3,1,2,2023
2023-2024,Brighton & Hove Albion,NFO,1,0,2,2023
2023-2024,Brighton & Hove Albion,SHU,1,1,1,2023
2023-2024,Brighton & Hove Albion,TOT,4,2,2,2023
2023-2024,Brighton & Hove Albion,WHU,1,3,0,2023
2023-2024,Brighton & Hove Albion,WOL,0,0,1,2023
2023-2024,Burnley,ARS,0,5,0,2023
2023-2024,Burnley,AVL,1,3,0,2023
2023-2024,Burnley,BOU,0,2,0,2023
2023-2024,Burnley,BRE,2,1,2,2023
2023-2024,Burnley,BHA,1,1,1,2023
2023-2024,Burnley,CHE,1,4,0,2023
