season,home_team,away_team,home_goals,away_goals,target,season_start
2016-2017,Watford,STK,0,1,0,2016
2016-2017,Watford,SUN,1,0,2,2016
2016-2017,Watford,SWA,1,0,2,2016
2016-2017,Watford,TOT,1,4,0,2016
2016-2017,Watford,WBA,2,0,2,2016
2016-2017,Watford,WHU,1,1,1,2016
2016-2017,West Bromwich Albion,ARS,3,1,2,2016
2016-2017,West Bromwich Albion,BOU,2,1,2,2016
2016-2017,West Bromwich Albion,BUR,4,0,2,2016
2016-2017,West Bromwich Albion,CHE,0,1,0,2016
2016-2017,West Bromwich Albion,CRY,0,2,0,2016
2016-2017,West Bromwich Albion,EVE,1,2,0,2016
2016-2017,West Bromwich Albion,HUL,3,1,2,2016
2016-2017,West Bromwich Albion,LEI,0,1,0,2016
2016-2017,West Bromwich Albion,LIV,0,1,0,2016
2016-2017,West Bromwich Albion,MCI,0,4,0,2016
2016-2017,West Bromwich Albion,MUN,0,2,0,2016
2016-2017,West Bromwich Albion,MID,0,0,1,2016
2016-2017,West Bromwich Albion,SOU,0,1,0,2016
2016-2017,West Bromwich Albion,STK,1,0,2,2016
2016-2017,West Bromwich Albion,SUN,2,0,2,2016
2016-2017,West Bromwich Albion,SWA,3,1,2,2016
2016-2017,West Bromwich Albion,TOT,1,1,1,2016
2016-2017,West Bromwich Albion,WAT,3,1,2,2016
2016-2017,West Bromwich Albion,WHU,4,2,2,2016
2016-2017,West Ham United,ARS,1,5,0,2016
2016-2017,West Ham United,BOU,1,0,2,2016
2016-2017,West Ham United,BUR,1,0,2,2016
2016-2017,West Ham United,CHE,1,2,0,2016
2016-2017,West Ham United,CRY,3,0,2,2016
2016-2017,West Ham United,EVE,0,0,1,2016
2016-2017,West Ham United,HUL,1,0,2,2016
2016-2017,West Ham United,LEI,2,3,0,2016
2016-2017,West Ham United,LIV,0,4,0,2016
2016-2017,West Ham United,MCI,0,4,0,2016
2016-2017,West Ham United,MUN,0,2,0,2016
2016-2017,West Ham United,MID,1,1,1,2016
2016-2017,West Ham United,SOU,0,3,0,2016
2016-2017,West Ham United,STK,1,1,1,2016
2016-2017,West Ham United,SUN,1,0,2,2016
2016-2017,West Ham United,SWA,1,0,2,2016
2016-2017,West Ham United,TOT,1,0,2,2016
2016-2017,West Ham United,WAT,2,4,0,2016
2016-2017,West Ham United,WBA,2,2,1,2016
2017-2018,Arsenal,BOU,3,0,2,2017
2017-2018,Arsenal,BHA,2,0,2,2017
2017-2018,Arsenal,BUR,5,0,2,2017
2017-2018,Arsenal,CHE,2,2,1,2017
2017-2018,Arsenal,CRY,4,1,2,2017
2017-2018,Arsenal,EVE,5,1,2,2017
2017-2018,Arsenal,HUD,5,0,2,2017
2017-2018,Arsenal,LEI,4,3,2,2017
2017-2018,Arsenal,LIV,3,3,1,2017
2017-2018,Arsenal,MCI,0,3,0,2017
2017-2018,Arsenal,MUN,1,3,0,2017
2017-2018,Arsenal,NEW,1,0,2,2017
2017-2018,Arsenal,SOU,3,2,2,2017
2017-2018,Arsenal,STK,3,0,2,2017
2017-2018,Arsenal,SWA,2,1,2,2017
2017-2018,Arsenal,TOT,2,0,2,2017
2017-2018,Arsenal,WAT,3,0,2,2017
2017-2018,Arsenal,WBA,2,0,2,2017
2017-2018,Arsenal,WHU,4,1,2,2017
2017-2018,Bournemouth,ARS,2,1,2,2017
2017-2018,Bournemouth,BHA,2,1,2,2017
2017-2018,Bournemouth,BUR,1,2,0,2017
2017-2018,Bournemouth,CHE,0,1,0,2017
2017-2018,Bournemouth,CRY,2,2,1,2017
2017-2018,Bournemouth,EVE,2,1,2,2017
2017-2018,Bournemouth,HUD,4,0,2,2017
2017-2018,Bournemouth,LEI,0,0,1,2017
2017-2018,Bournemouth,LIV,0,4,0,2017
2017-2018,Bournemouth,MCI,1,2,0,2017
2017-2018,Bournemouth,MUN,0,2,0,2017
2017-2018,Bournemouth,NEW,2,2,1,2017
2017-2018,Bournemouth,SOU,1,1,1,2017
2017-2018,Bournemouth,STK,2,1,2,2017
2017-2018,Bournemouth,SWA,1,0,2,2017
2017-2018,Bournemouth,TOT,1,4,0,2017
2017-2018,Bournemouth,WAT,0,2,0,2017
2017-2018,Bournemouth,WBA,2,1,2,2017
2017-2018,Bournemouth,WHU,3,3,1,2017
2017-2018,Brighton & Hove Albion,ARS,2,1,2,2017
2017-2018,Brighton & Hove Albion,BOU,2,2,1,2017
2017-2018,Brighton & Hove Albion,BUR,0,0,1,2017
2017-2018,Brighton & Hove Albion,CHE,0,4,0,2017
2017-2018,Brighton & Hove Albion,CRY,0,0,1,2017
2017-2018,Brighton & Hove Albion,EVE,1,1,1,2017
2017-2018,Brighton & Hove Albion,HUD,1,1,1,2017
2017-2018,Brighton & Hove Albion,LEI,0,2,0,2017
2017-2018,Brighton & Hove Albion,LIV,1,5,0,2017
2017-2018,Brighton & Hove Albion,MCI,0,2,0,2017
2017-2018,Brighton & Hove Albion,MUN,1,0,2,2017
2017-2018,Brighton & Hove Albion,NEW,1,0,2,2017
2017-2018,Brighton & Hove Albion,SOU,1,1,1,2017
2017-2018,Brighton & Hove Albion,STK,2,2,1,2017
2017-2018,Brighton & Hove Albion,SWA,4,1,2,2017
2017-2018,Brighton & Hove Albion,TOT,1,1,1,2017
2017-2018,Brighton & Hove Albion,WAT,1,0,2,2017
2017-2018,Brighton & Hove Albion,WBA,3,1,2,2017
2017-2018,Brighton & Hove Albion,WHU,3,1,2,2017
2017-2018,Burnley,ARS,0,1,0,2017
2017-2018,Burnley,BOU,1,2,0,2017
2017-2018,Burnley,BHA,0,0,1,2017
2017-2018,Burnley,CHE,1,2,0,2017
2017-2018,Burnley,CRY,1,0,2,2017
2017-2018,Burnley,EVE,2,1,2,2017
2017-2018,Burnley,HUD,0,0,1,2017
2017-2018,Burnley,LEI,2,1,2,2017
2017-2018,Burnley,LIV,1,2,0,2017
2017-2018,Burnley,MCI,1,1,1,2017
2017-2018,Burnley,MUN,0,1,0,2017
2017-2018,Burnley,NEW,1,0,2,2017
2017-2018,Burnley,SOU,1,1,1,2017
2017-2018,Burnley,STK,1,0,2,2017
2017-2018,Burnley,SWA,2,0,2,2017
2017-2018,Burnley,TOT,0,3,0,2017
2017-2018,Burnley,WAT,1,0,2,2017
2017-2018,Burnley,WBA,0,1,0,2017
2017-2018,Burnley,WHU,1,1,1,2017
2017-2018,Chelsea,ARS,0,0,1,2017
2017-2018,Chelsea,BOU,0,3,0,2017
2017-2018,Chelsea,BHA,2,0,2,2017
2017-2018,Chelsea,BUR,2,3,0,2017
2017-2018,Chelsea,CRY,2,1,2,2017
2017-2018,Chelsea,EVE,2,0,2,2017
2017-2018,Chelsea,HUD,1,1,1,2017
2017-2018,Chelsea,LEI,0,0,1,2017
2017-2018,Chelsea,LIV,1,0,2,2017
2017-2018,Chelsea,MCI,0,1,0,2017
2017-2018,Chelsea,MUN,1,0,2,2017
2017-2018,Chelsea,NEW,3,1,2,2017
2017-2018,Chelsea,SOU,1,0,2,2017
2017-2018,Chelsea,STK,5,0,2,2017
2017-2018,Chelsea,SWA,1,0,2,2017
2017-2018,Chelsea,TOT,1,3,0,2017
2017-2018,Chelsea,WAT,4,2,2,2017
2017-2018,Chelsea,WBA,3,0,2,2017
2017-2018,Chelsea,WHU,1,1,1,2017
2017-2018,Crystal Palace,ARS,2,3,0,2017
2017-2018,Crystal Palace,BOU,2,2,1,2017
2017-2018,Crystal Palace,BHA,3,2,2,2017
2017-2018,Crystal Palace,BUR,1,0,2,2017
2017-2018,Crystal Palace,CHE,2,1,2,2017
2017-2018,Crystal Palace,EVE,2,2,1,2017
2017-2018,Crystal Palace,HUD,0,3,0,2017
2017-2018,Crystal Palace,LEI,5,0,2,2017
2017-2018,Crystal Palace,LIV,1,2,0,2017
2017-2018,Crystal Palace,MCI,0,0,1,2017
2017-2018,Crystal Palace,MUN,2,3,0,2017
2017-2018,Crystal Palace,NEW,1,1,1,2017
2017-2018,Crystal Palace,SOU,0,1,0,2017
2017-2018,Crystal Palace,STK,2,1,2,2017
2017-2018,Crystal Palace,SWA,0,2,0,2017
2017-2018,Crystal Palace,TOT,0,1,0,2017
2017-2018,Crystal Palace,WAT,2,1,2,2017
2017-2018,Crystal Palace,WBA,2,0,2,2017
2017-2018,Crystal Palace,WHU,2,2,1,2017
2017-2018,Everton,ARS,2,5,0,2017
2017-2018,Everton,BOU,2,1,2,2017
2017-2018,Everton,BHA,2,0,2,2017
2017-2018,Everton,BUR,0,1,0,2017
2017-2018,Everton,CHE,0,0,1,2017
2017-2018,Everton,CRY,3,1,2,2017
2017-2018,Everton,HUD,2,0,2,2017
2017-2018,Everton,LEI,2,1,2,2017
2017-2018,Everton,LIV,0,0,1,2017
2017-2018,Everton,MCI,1,3,0,2017
2017-2018,Everton,MUN,0,2,0,2017
2017-2018,Everton,NEW,1,0,2,2017
2017-2018,Everton,SOU,1,1,1,2017
2017-2018,Everton,STK,1,0,2,2017
2017-2018,Everton,SWA,3,1,2,2017
2017-2018,Everton,TOT,0,3,0,2017
2017-2018,Everton,WAT,3,2,2,2017
2017-2018,Everton,WBA,1,1,1,2017
2017-2018,Everton,WHU,4,0,2,2017
2017-2018,Huddersfield Town,ARS,0,1,0,2017
2017-2018,Huddersfield Town,BOU,4,1,2,2017
2017-2018,Huddersfield Town,BHA,2,0,2,2017
2017-2018,Huddersfield Town,BUR,0,0,1,2017
2017-2018,Huddersfield Town,CHE,1,3,0,2017
2017-2018,Huddersfield Town,CRY,0,2,0,2017
2017-2018,Huddersfield Town,EVE,0,2,0,2017
2017-2018,Huddersfield Town,LEI,1,1,1,2017
2017-2018,Huddersfield Town,LIV,0,3,0,2017
2017-2018,Huddersfield Town,MCI,1,2,0,2017
2017-2018,Huddersfield Town,MUN,2,1,2,2017
2017-2018,Huddersfield Town,NEW,1,0,2,2017
2017-2018,Huddersfield Town,SOU,0,0,1,2017
2017-2018,Huddersfield Town,STK,1,1,1,2017
2017-2018,Huddersfield Town,SWA,0,0,1,2017
2017-2018,Huddersfield Town,TOT,0,4,0,2017
2017-2018,Huddersfield Town,WAT,1,0,2,2017
2017-2018,Huddersfield Town,WBA,1,0,2,2017
2017-2018,Huddersfield Town,WHU,1,4,0,2017
2017-2018,Leicester City,ARS,3,1,2,2017
2017-2018,Leicester City,BOU,1,1,1,2017
2017-2018,Leicester City,BHA,2,0,2,2017
2017-2018,Leicester City,BUR,1,0,2,2017
2017-2018,Leicester City,CHE,1,2,0,2017
2017-2018,Leicester City,CRY,0,3,0,2017
2017-2018,Leicester City,EVE,2,0,2,2017
2017-2018,Leicester City,HUD,3,0,2,2017
2017-2018,Leicester City,LIV,2,3,0,2017
2017-2018,Leicester City,MCI,0,2,0,2017
2017-2018,Leicester City,MUN,2,2,1,2017
2017-2018,Leicester City,NEW,1,2,0,2017
2017-2018,Leicester City,SOU,0,0,1,2017
2017-2018,Leicester City,STK,1,1,1,2017
2017-2018,Leicester City,SWA,1,1,1,2017
2017-2018,Leicester City,TOT,2,1,2,2017
2017-2018,Leicester City,WAT,2,0,2,2017
2017-2018,Leicester City,WBA,1,1,1,2017
2017-2018,Leicester City,WHU,0,2,0,2017
2017-2018,Liverpool,ARS,4,0,2,2017
2017-2018,Liverpool,BOU,3,0,2,2017
2017-2018,Liverpool,BHA,4,0,2,2017
2017-2018,Liverpool,BUR,1,1,1,2017
2017-2018,Liverpool,CHE,1,1,1,2017
2017-2018,Liverpool,CRY,1,0,2,2017
2017-2018,Liverpool,EVE,1,1,1,2017
2017-2018,Liverpool,HUD,3,0,2,2017
2017-2018,Liverpool,LEI,2,1,2,2017
2017-2018,Liverpool,MCI,4,3,2,2017
2017-2018,Liverpool,MUN,0,0,1,2017
2017-2018,Liverpool,NEW,2,0,2,2017
2017-2018,Liverpool,SOU,3,0,2,2017
2017-2018,Liverpool,STK,0,0,1,2017
2017-2018,Liverpool,SWA,5,0,2,2017
2017-2018,Liverpool,TOT,2,2,1,2017
2017-2018,Liverpool,WAT,5,0,2,2017
2017-2018,Liverpool,WBA,0,0,1,2017
2017-2018,Liverpool,WHU,4,1,2,2017
2017-2018,Manchester City,ARS,3,1,2,2017
2017-2018,Manchester City,BOU,4,0,2,2017
2017-2018,Manchester City,BHA,3,1,2,2017
2017-2018,Manchester City,BUR,3,0,2,2017
2017-2018,Manchester City,CHE,1,0,2,2017
2017-2018,Manchester City,CRY,5,0,2,2017
2017-2018,Manchester City,EVE,1,1,1,2017
2017-2018,Manchester City,HUD,0,0,1,2017
2017-2018,Manchester City,LEI,5,1,2,2017
2017-2018,Manchester City,LIV,5,0,2,2017
2017-2018,Manchester City,MUN,2,3,0,2017
2017-2018,Manchester City,NEW,3,1,2,2017
2017-2018,Manchester City,SOU,2,1,2,2017
2017-2018,Manchester City,STK,7,2,2,2017
2017-2018,Manchester City,SWA,5,0,2,2017
2017-2018,Manchester City,TOT,4,1,2,2017
2017-2018,Manchester City,WAT,3,1,2,2017
2017-2018,Manchester City,WBA,3,0,2,2017
2017-2018,Manchester City,WHU,2,1,2,2017
2017-2018,Manchester United,ARS,2,1,2,2017
2017-2018,Manchester United,BOU,1,0,2,2017
2017-2018,Manchester United,BHA,1,0,2,2017
2017-2018,Manchester United,BUR,2,2,1,2017
2017-2018,Manchester United,CHE,2,1,2,2017
2017-2018,Manchester United,CRY,4,0,2,2017
2017-2018,Manchester United,EVE,4,0,2,2017
2017-2018,Manchester United,HUD,2,0,2,2017
2017-2018,Manchester United,LEI,2,0,2,2017
2017-2018,Manchester United,LIV,2,1,2,2017
2017-2018,Manchester United,MCI,1,2,0,2017
2017-2018,Manchester United,NEW,4,1,2,2017
2017-2018,Manchester United,SOU,0,0,1,2017
2017-2018,Manchester United,STK,3,0,2,2017
2017-2018,Manchester United,SWA,2,0,2,2017
2017-2018,Manchester United,TOT,1,0,2,2017
2017-2018,Manchester United,WAT,1,0,2,2017
2017-2018,Manchester United,WBA,0,1,0,2017
2017-2018,Manchester United,WHU,4,0,2,2017
2017-2018,Newcastle United,ARS,2,1,2,2017
2017-2018,Newcastle United,BOU,0,1,0,2017
2017-2018,Newcastle United,BHA,0,0,1,2017
2017-2018,Newcastle United,BUR,1,1,1,2017
2017-2018,Newcastle United,CHE,3,0,2,2017
2017-2018,Newcastle United,CRY,1,0,2,2017
2017-2018,Newcastle United,EVE,0,1,0,2017
2017-2018,Newcastle United,HUD,1,0,2,2017
2017-2018,Newcastle United,LEI,2,3,0,2017
2017-2018,Newcastle United,LIV,1,1,1,2017
2017-2018,Newcastle United,MCI,0,1,0,2017
2017-2018,Newcastle United,MUN,1,0,2,2017
2017-2018,Newcastle United,SOU,3,0,2,2017
2017-2018,Newcastle United,STK,2,1,2,2017
2017-2018,Newcastle United,SWA,1,1,1,2017
2017-2018,Newcastle United,TOT,0,2,0,2017
2017-2018,Newcastle United,WAT,0,3,0,2017
2017-2018,Newcastle United,WBA,0,1,0,2017
2017-2018,Newcastle United,WHU,3,0,2,2017
2017-2018,Southampton,ARS,1,1,1,2017
2017-2018,Southampton,BOU,2,1,2,2017
2017-2018,Southampton,BHA,1,1,1,2017
2017-2018,Southampton,BUR,0,1,0,2017
2017-2018,Southampton,CHE,2,3,0,2017
2017-2018,Southampton,CRY,1,2,0,2017
2017-2018,Southampton,EVE,4,1,2,2017
2017-2018,Southampton,HUD,1,1,1,2017
2017-2018,Southampton,LEI,1,4,0,2017
2017-2018,Southampton,LIV,0,2,0,2017
2017-2018,Southampton,MCI,0,1,0,2017
2017-2018,Southampton,MUN,0,1,0,2017
2017-2018,Southampton,NEW,2,2,1,2017
2017-2018,Southampton,STK,0,0,1,2017
2017-2018,Southampton,SWA,0,0,1,2017
2017-2018,Southampton,TOT,1,1,1,2017
2017-2018,Southampton,WAT,0,2,0,2017
2017-2018,Southampton,WBA,1,0,2,2017
2017-2018,Southampton,WHU,3,2,2,2017
2017-2018,Stoke City,ARS,1,0,2,2017
2017-2018,Stoke City,BOU,1,2,0,2017
2017-2018,Stoke City,BHA,1,1,1,2017
2017-2018,Stoke City,BUR,1,1,1,2017
2017-2018,Stoke City,CHE,0,4,0,2017
2017-2018,Stoke City,CRY,1,2,0,2017
2017-2018,Stoke City,EVE,1,2,0,2017
2017-2018,Stoke City,HUD,2,0,2,2017
2017-2018,Stoke City,LEI,2,2,1,2017
2017-2018,Stoke City,LIV,0,3,0,2017
2017-2018,Stoke City,MCI,0,2,0,2017
2017-2018,Stoke City,MUN,2,2,1,2017
2017-2018,Stoke City,NEW,0,1,0,2017
2017-2018,Stoke City,SOU,2,1,2,2017
2017-2018,Stoke City,SWA,2,1,2,2017
2017-2018,Stoke City,TOT,1,2,0,2017
2017-2018,Stoke City,WAT,0,0,1,2017
2017-2018,Stoke City,WBA,3,1,2,2017
2017-2018,Stoke City,WHU,0,3,0,2017
2017-2018,Swansea City,ARS,3,1,2,2017
2017-2018,Swansea City,BOU,0,0,1,2017
2017-2018,Swansea City,BHA,0,1,0,2017
2017-2018,Swansea City,BUR,1,0,2,2017
2017-2018,Swansea City,CHE,0,1,0,2017
2017-2018,Swansea City,CRY,1,1,1,2017
2017-2018,Swansea City,EVE,1,1,1,2017
2017-2018,Swansea City,HUD,2,0,2,2017
2017-2018,Swansea City,LEI,1,2,0,2017
2017-2018,Swansea City,LIV,1,0,2,2017
2017-2018,Swansea City,MCI,0,4,0,2017
2017-2018,Swansea City,MUN,0,4,0,2017
2017-2018,Swansea City,NEW,0,1,0,2017
2017-2018,Swansea City,SOU,0,1,0,2017
2017-2018,Swansea City,STK,1,2,0,2017
2017-2018,Swansea City,TOT,0,2,0,2017
2017-2018,Swansea City,WAT,1,2,0,2017
2017-2018,Swansea City,WBA,1,0,2,2017
2017-2018,Swansea City,WHU,4,1,2,2017
2017-2018,Tottenham Hotspur,ARS,1,0,2,2017
2017-2018,Tottenham Hotspur,BOU,1,0,2,2017
2017-2018,Tottenham Hotspur,BHA,2,0,2,2017
2017-2018,Tottenham Hotspur,BUR,1,1,1,2017
2017-2018,Tottenham Hotspur,CHE,1,2,0,2017
2017-2018,Tottenham Hotspur,CRY,1,0,2,2017
2017-2018,Tottenham Hotspur,EVE,4,0,2,2017
2017-2018,Tottenham Hotspur,HUD,2,0,2,2017
2017-2018,Tottenham Hotspur,LEI,5,4,2,2017
2017-2018,Tottenham Hotspur,LIV,4,1,2,2017
2017-2018,Tottenham Hotspur,MCI,1,3,0,2017
2017-2018,Tottenham Hotspur,MUN,2,0,2,2017
2017-2018,Tottenham Hotspur,NEW,1,0,2,2017
2017-2018,Tottenham Hotspur,SOU,5,2,2,2017
2017-2018,Tottenham Hotspur,STK,5,1,2,2017
2017-2018,Tottenham Hotspur,SWA,0,0,1,2017
2017-2018,Tottenham Hotspur,WAT,2,0,2,2017
2017-2018,Tottenham Hotspur,WBA,1,1,1,2017
2017-2018,Tottenham Hotspur,WHU,1,1,1,2017
2017-2018,Watford,ARS,2,1,2,2017
2017-2018,Watford,BOU,2,2,1,2017
2017-2018,Watford,BHA,0,0,1,2017
2017-2018,Watford,BUR,1,2,0,2017
2017-2018,Watford,CHE,4,1,2,2017
2017-2018,Watford,CRY,0,0,1,2017
2017-2018,Watford,EVE,1,0,2,2017
2017-2018,Watford,HUD,1,4,0,2017
2017-2018,Watford,LEI,2,1,2,2017
2017-2018,Watford,LIV,3,3,1,2017
2017-2018,Watford,MCI,0,6,0,2017
2017-2018,Watford,MUN,2,4,0,2017
2017-2018,Watford,NEW,2,1,2,2017
2017-2018,Watford,SOU,2,2,1,2017
2017-2018,Watford,STK,0,1,0,2017
2017-2018,Watford,SWA,1,2,0,2017
2017-2018,Watford,TOT,1,1,1,2017
2017-2018,Watford,WBA,1,0,2,2017
2017-2018,Watford,WHU,2,0,2,2017
2017-2018,West Bromwich Albion,ARS,1,1,1,2017
2017-2018,West Bromwich Albion,BOU,1,0,2,2017
2017-2018,West Bromwich Albion,BHA,2,0,2,2017
2017-2018,West Bromwich Albion,BUR,1,2,0,2017
2017-2018,West Bromwich Albion,CHE,0,4,0,2017
2017-2018,West Bromwich Albion,CRY,0,0,1,2017
2017-2018,West Bromwich Albion,EVE,0,0,1,2017
2017-2018,West Bromwich Albion,HUD,1,2,0,2017
2017-2018,West Bromwich Albion,LEI,1,4,0,2017
2017-2018,West Bromwich Albion,LIV,2,2,1,2017
2017-2018,West Bromwich Albion,MCI,2,3,0,2017
2017-2018,West Bromwich Albion,MUN,1,2,0,2017
2017-2018,West Bromwich Albion,NEW,2,2,1,2017
2017-2018,West Bromwich Albion,SOU,2,3,0,2017
2017-2018,West Bromwich Albion,STK,1,1,1,2017
2017-2018,West Bromwich Albion,SWA,1,1,1,2017
2017-2018,West Bromwich Albion,TOT,1,0,2,2017
2017-2018,West Bromwich Albion,WAT,2,2,1,2017
2017-2018,West Bromwich Albion,WHU,0,0,1,2017
2017-2018,West Ham United,ARS,0,0,1,2017
2017-2018,West Ham United,BOU,1,1,1,2017
2017-2018,West Ham United,BHA,0,3,0,2017
2017-2018,West Ham United,BUR,0,3,0,2017
2017-2018,West Ham United,CHE,1,0,2,2017
2017-2018,West Ham United,CRY,1,1,1,2017
2017-2018,West Ham United,EVE,3,1,2,2017
2017-2018,West Ham United,HUD,2,0,2,2017
2017-2018,West Ham United,LEI,1,1,1,2017
2017-2018,West Ham United,LIV,1,4,0,2017
2017-2018,West Ham United,MCI,1,4,0,2017
2017-2018,West Ham United,MUN,0,0,1,2017
2017-2018,West Ham United,NEW,2,3,0,2017
2017-2018,West Ham United,SOU,3,0,2,2017
2017-2018,West Ham United,STK,1,1,1,2017
2017-2018,West Ham United,SWA,1,0,2,2017
2017-2018,West Ham United,TOT,2,3,0,2017
2017-2018,West Ham United,WAT,2,0,2,2017
2017-2018,West Ham United,WBA,2,1,2,2017
2018-2019,Arsenal,BOU,5,1,2,2018
2018-2019,Arsenal,BHA,1,1,1,2018
2018-2019,Arsenal,BUR,3,1,2,2018
2018-2019,Arsenal,CAR,2,1,2,2018
2018-2019,Arsenal,CHE,2,0,2,2018
2018-2019,Arsenal,CRY,2,3,0,2018
2018-2019,Arsenal,EVE,2,0,2,2018
2018-2019,Arsenal,FUL,4,1,2,2018
2018-2019,Arsenal,HUD,1,0,2,2018
2018-2019,Arsenal,LEI,3,1,2,2018
2018-2019,Arsenal,LIV,1,1,1,2018
2018-2019,Arsenal,MCI,0,2,0,2018
2018-2019,Arsenal,MUN,2,0,2,2018
2018-2019,Arsenal,NEW,2,0,2,2018
2018-2019,Arsenal,SOU,2,0,2,2018
2018-2019,Arsenal,TOT,4,2,2,2018
2018-2019,Arsenal,WAT,2,0,2,2018
2018-2019,Arsenal,WHU,3,1,2,2018
2018-2019,Arsenal,WOL,1,1,1,2018
2018-2019,Bournemouth,ARS,1,2,0,2018
2018-2019,Bournemouth,BHA,2,0,2,2018
2018-2019,Bournemouth,BUR,1,3,0,2018
2018-2019,Bournemouth,CAR,2,0,2,2018
2018-2019,Bournemouth,CHE,4,0,2,2018
2018-2019,Bournemouth,CRY,2,1,2,2018
2018-2019,Bournemouth,EVE,2,2,1,2018
2018-2019,Bournemouth,FUL,0,1,0,2018
2018-2019,Bournemouth,HUD,2,1,2,2018
2018-2019,Bournemouth,LEI,4,2,2,2018
2018-2019,Bournemouth,LIV,0,4,0,2018
2018-2019,Bournemouth,MCI,0,1,0,2018
2018-2019,Bournemouth,MUN,1,2,0,2018
2018-2019,Bournemouth,NEW,2,2,1,2018
2018-2019,Bournemouth,SOU,0,0,1,2018
2018-2019,Bournemouth,TOT,1,0,2,2018
2018-2019,Bournemouth,WAT,3,3,1,2018
2018-2019,Bournemouth,WHU,2,0,2,2018
2018-2019,Bournemouth,WOL,1,1,1,2018
2018-2019,Brighton & Hove Albion,ARS,1,1,1,2018
2018-2019,Brighton & Hove Albion,BOU,0,5,0,2018
2018-2019,Brighton & Hove Albion,BUR,1,3,0,2018
2018-2019,Brighton & Hove Albion,CAR,0,2,0,2018
2018-2019,Brighton & Hove Albion,CHE,1,2,0,2018
2018-2019,Brighton & Hove Albion,CRY,3,1,2,2018
2018-2019,Brighton & Hove Albion,EVE,1,0,2,2018
2018-2019,Brighton & Hove Albion,FUL,2,2,1,2018
2018-2019,Brighton & Hove Albion,HUD,1,0,2,2018
2018-2019,Brighton & Hove Albion,LEI,1,1,1,2018
2018-2019,Brighton & Hove Albion,LIV,0,1,0,2018
2018-2019,Brighton & Hove Albion,MCI,1,4,0,2018
2018-2019,Brighton & Hove Albion,MUN,3,2,2,2018
2018-2019,Brighton & Hove Albion,NEW,1,1,1,2018
2018-2019,Brighton & Hove Albion,SOU,0,1,0,2018
2018-2019,Brighton & Hove Albion,TOT,1,2,0,2018
2018-2019,Brighton & Hove Albion,WAT,0,0,1,2018
2018-2019,Brighton & Hove Albion,WHU,1,0,2,2018
2018-2019,Brighton & Hove Albion,WOL,1,0,2,2018
2018-2019,Burnley,ARS,1,3,0,2018
2018-2019,Burnley,BOU,4,0,2,2018
2018-2019,Burnley,BHA,1,0,2,2018
2018-2019,Burnley,CAR,2,0,2,2018
2018-2019,Burnley,CHE,0,4,0,2018
2018-2019,Burnley,CRY,1,3,0,2018
2018-2019,Burnley,EVE,1,5,0,2018
2018-2019,Burnley,FUL,2,1,2,2018
2018-2019,Burnley,HUD,1,1,1,2018
2018-2019,Burnley,LEI,1,2,0,2018
2018-2019,Burnley,LIV,1,3,0,2018
2018-2019,Burnley,MCI,0,1,0,2018
2018-2019,Burnley,MUN,0,2,0,2018
2018-2019,Burnley,NEW,1,2,0,2018
2018-2019,Burnley,SOU,1,1,1,2018
2018-2019,Burnley,TOT,2,1,2,2018
2018-2019,Burnley,WAT,1,3,0,2018
2018-2019,Burnley,WHU,2,0,2,2018
2018-2019,Burnley,WOL,2,0,2,2018
2018-2019,Cardiff City,ARS,2,3,0,2018
2018-2019,Cardiff City,BOU,2,0,2,2018
2018-2019,Cardiff City,BHA,2,1,2,2018
2018-2019,Cardiff City,BUR,1,2,0,2018
2018-2019,Cardiff City,CHE,1,2,0,2018
2018-2019,Cardiff City,CRY,2,3,0,2018
2018-2019,Cardiff City,EVE,0,3,0,2018
2018-2019,Cardiff City,FUL,4,2,2,2018
2018-2019,Cardiff City,HUD,0,0,1,2018
2018-2019,Cardiff City,LEI,0,1,0,2018
2018-2019,Cardiff City,LIV,0,2,0,2018
2018-2019,Cardiff City,MCI,0,5,0,2018
2018-2019,Cardiff City,MUN,1,5,0,2018
2018-2019,Cardiff City,NEW,0,0,1,2018
2018-2019,Cardiff City,SOU,1,0,2,2018
2018-2019,Cardiff City,TOT,0,3,0,2018
2018-2019,Cardiff City,WAT,1,5,0,2018
2018-2019,Cardiff City,WHU,2,0,2,2018
2018-2019,Cardiff City,WOL,2,1,2,2018
2018-2019,Chelsea,ARS,3,2,2,2018
2018-2019,Chelsea,BOU,2,0,2,2018
2018-2019,Chelsea,BHA,3,0,2,2018
2018-2019,Chelsea,BUR,2,2,1,2018
2018-2019,Chelsea,CAR,4,1,2,2018
2018-2019,Chelsea,CRY,3,1,2,2018
2018-2019,Chelsea,EVE,0,0,1,2018
2018-2019,Chelsea,FUL,2,0,2,2018
2018-2019,Chelsea,HUD,5,0,2,2018
2018-2019,Chelsea,LEI,0,1,0,2018
2018-2019,Chelsea,LIV,1,1,1,2018
2018-2019,Chelsea,MCI,2,0,2,2018
2018-2019,Chelsea,MUN,2,2,1,2018
2018-2019,Chelsea,NEW,2,1,2,2018
2018-2019,Chelsea,SOU,0,0,1,2018
2018-2019,Chelsea,TOT,2,0,2,2018
2018-2019,Chelsea,WAT,3,0,2,2018
2018-2019,Chelsea,WHU,2,0,2,2018
2018-2019,Chelsea,WOL,1,1,1,2018
2018-2019,Crystal Palace,ARS,2,2,1,2018
